latitude,longitude,depth,gap,dmin,rms,place,horizontalError,depthError,magError,magNst,Magnitude,Date,Time,Amplitude,Frequency,Velocity,Seismic_Energy,Seismic_Moment,Risk_Zone,Acceleration
43.79,148.43,35.0,137.6,2.36,0.92,east of the Kuril Islands,7.29,7.82,0.1,9.0,4.94,2005-10-03,23:15:18,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
27.46,142.58,1.4,137.1,2.36,0.87,"Bonin Islands, Japan region",7.29,24.2,0.1,48.59,4.7,2005-10-01,14:10:25,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
50.57,157.15,36.9,98.7,2.36,0.69,Kuril Islands,7.29,7.82,0.1,48.59,5.2,2005-09-29,09:17:39,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
47.03,153.98,28.9,104.5,2.36,1.19,Kuril Islands,7.29,25.0,0.1,15.0,5.03,2005-09-29,07:14:53,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
39.32,140.17,150.6,97.0,2.36,0.69,"eastern Honshu, Japan",7.29,7.82,0.1,48.59,4.9,2005-09-28,11:20:01,79432823.47,0.01,986.43,1412537544622.76,2.8183829312644492e+16,Low,78.02753959080471
44.0,149.22,36.4,137.9,2.36,0.72,east of the Kuril Islands,7.29,7.5,0.1,20.0,5.03,2005-09-28,09:09:18,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
43.94,149.16,35.0,137.8,2.36,0.8,east of the Kuril Islands,7.29,7.82,0.1,35.0,5.2,2005-09-26,11:46:01,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
47.58,154.28,44.9,136.6,2.36,0.76,Kuril Islands,7.29,6.3,0.1,57.0,5.03,2005-09-24,22:04:51,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
34.3,140.82,66.5,106.3,2.36,0.83,"near the east coast of Honshu, Japan",7.29,4.9,0.1,48.59,5.2,2005-09-24,14:48:48,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
47.36,152.89,116.6,138.2,2.36,1.04,Kuril Islands,7.29,24.8,0.1,2.0,4.94,2005-09-24,13:49:58,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
44.38,148.98,67.0,179.1,2.36,0.94,Kuril Islands,7.29,13.2,0.1,17.0,4.94,2005-09-24,13:28:16,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
28.05,142.55,32.8,57.3,2.36,0.84,"Bonin Islands, Japan region",7.29,16.2,0.1,48.59,5.0,2005-09-23,01:31:10,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
26.37,129.62,35.1,98.9,2.36,0.72,"Ryukyu Islands, Japan",7.29,7.82,0.1,48.59,4.6,2005-09-22,21:21:34,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
33.41,141.67,127.4,149.3,2.36,1.59,"off the east coast of Honshu, Japan",7.29,23.8,0.1,5.0,4.86,2005-09-22,04:06:35,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
33.08,142.57,35.0,159.0,2.36,1.69,"off the east coast of Honshu, Japan",7.29,7.82,0.1,4.0,4.94,2005-09-22,03:22:46,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
43.89,146.15,103.0,62.4,2.36,0.74,Kuril Islands,7.29,7.82,0.1,48.59,6.1,2005-09-21,02:25:08,1258925411.79,0.0,3927.06,89125093813374.4,1.7782794100389225e+18,High,19.59963179822191
26.97,125.62,192.0,77.5,2.36,0.89,northeast of Taiwan,7.29,7.82,0.1,48.59,5.1,2005-09-20,04:22:42,125892541.18,0.01,1241.85,2818382931264.45,5.623413251903491e+16,Medium,61.979477783042945
26.53,128.66,32.8,128.4,2.36,0.88,"Ryukyu Islands, Japan",7.29,7.82,0.1,48.59,4.7,2005-09-14,10:26:36,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
38.12,142.28,45.0,127.7,2.36,0.86,"near the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.7,2005-09-11,19:28:34,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
37.06,141.18,51.1,128.4,2.36,0.67,"near the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.6,2005-09-10,20:06:50,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
35.66,140.63,69.2,64.1,2.36,0.77,"near the east coast of Honshu, Japan",7.29,5.3,0.1,48.59,4.9,2005-09-09,07:15:32,79432823.47,0.01,986.43,1412537544622.76,2.8183829312644492e+16,Low,78.02753959080471
29.55,142.27,40.0,136.7,2.36,1.45,"Izu Islands, Japan region",7.29,23.8,0.1,2.0,4.86,2005-09-09,03:22:58,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
30.33,131.7,45.2,117.9,2.36,0.88,"Kyushu, Japan",7.29,7.82,0.1,15.0,4.94,2005-09-06,18:52:24,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
25.8,124.81,132.9,66.6,2.36,0.94,northeast of Taiwan,7.29,7.82,0.1,48.59,5.2,2005-09-05,17:51:50,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
29.91,129.12,209.3,111.7,2.36,0.95,"Ryukyu Islands, Japan",7.29,4.8,0.1,48.59,4.6,2005-09-05,16:17:45,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
29.24,142.72,35.0,122.3,2.36,0.95,"Izu Islands, Japan region",7.29,7.82,0.1,13.0,4.94,2005-09-05,08:14:17,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
28.12,139.8,434.9,126.1,2.36,0.88,"Bonin Islands, Japan region",7.29,9.2,0.1,22.0,4.86,2005-09-05,06:12:49,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
30.53,131.1,35.0,119.1,2.36,0.72,"Kyushu, Japan",7.29,7.82,0.1,48.59,4.6,2005-09-05,05:42:06,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
32.89,142.33,45.0,136.4,2.36,1.31,"Izu Islands, Japan region",7.29,0.0,0.1,1.0,4.94,2005-09-04,16:29:33,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
33.01,142.56,36.9,136.6,2.36,0.65,"off the east coast of Honshu, Japan",7.29,7.82,0.1,1.0,4.94,2005-09-04,10:08:30,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
33.0,142.45,40.0,136.5,2.36,1.0,"off the east coast of Honshu, Japan",7.29,0.0,0.1,2.0,4.94,2005-09-04,09:45:52,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
45.63,151.65,48.0,170.8,2.36,0.73,Kuril Islands,7.29,9.5,0.1,42.0,5.11,2005-09-03,08:10:22,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
45.57,151.75,46.4,81.1,2.36,0.79,Kuril Islands,7.29,7.82,0.1,48.59,5.2,2005-09-03,07:07:00,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
38.33,143.15,40.3,128.0,2.36,0.71,"off the east coast of Honshu, Japan",7.29,7.3,0.1,48.59,4.6,2005-09-02,22:29:04,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
41.51,141.91,70.1,119.3,2.36,0.7,"Hokkaido, Japan region",7.29,7.82,0.1,48.59,5.0,2005-09-02,16:24:44,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
38.36,143.08,40.5,129.7,2.36,0.89,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.7,2005-09-02,14:26:38,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
48.34,154.79,37.5,97.6,2.36,0.87,Kuril Islands,7.29,7.82,0.1,50.0,5.11,2005-09-01,22:45:58,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
29.45,132.11,34.5,121.7,2.36,0.82,"southeast of Shikoku, Japan",7.29,7.82,0.1,48.59,4.7,2005-08-31,19:05:12,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
38.49,143.32,10.0,135.5,2.36,0.99,"off the east coast of Honshu, Japan",7.29,7.82,0.1,11.0,4.86,2005-08-30,18:50:00,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
38.49,143.2,23.0,191.8,2.36,0.88,"off the east coast of Honshu, Japan",7.29,7.82,0.1,5.0,5.45,2005-08-30,18:13:59,281838293.13,0.0,1858.1,9440608762859.26,1.8836490894897942e+17,Medium,41.42360699037582
38.48,143.18,21.1,29.9,2.36,0.85,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,6.1,2005-08-30,18:10:45,1258925411.79,0.0,3927.06,89125093813374.4,1.7782794100389225e+18,High,19.59963179822191
38.44,143.18,10.0,112.0,2.36,0.66,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.8,2005-08-30,17:48:22,63095734.45,0.02,879.16,1000000000000.0,1.9952623149688664e+16,Low,87.54833936466002
26.49,129.62,7.2,111.2,2.36,0.89,"Ryukyu Islands, Japan",7.29,13.4,0.1,48.59,4.7,2005-08-28,18:51:19,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
43.47,146.81,41.4,126.1,2.36,0.63,Kuril Islands,7.29,7.82,0.1,48.59,4.8,2005-08-27,06:46:43,63095734.45,0.02,879.16,1000000000000.0,1.9952623149688664e+16,Low,87.54833936466002
47.66,153.73,57.6,83.7,2.36,0.62,Kuril Islands,7.29,12.7,0.1,17.0,4.86,2005-08-27,03:59:33,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
38.52,143.31,10.0,121.6,2.36,0.64,"off the east coast of Honshu, Japan",7.29,7.82,0.1,36.0,5.2,2005-08-26,18:50:46,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
37.74,143.07,38.2,115.8,2.36,0.77,"off the east coast of Honshu, Japan",7.29,5.4,0.1,48.59,5.1,2005-08-25,22:29:03,125892541.18,0.01,1241.85,2818382931264.45,5.623413251903491e+16,Medium,61.979477783042945
33.14,142.49,33.3,57.4,2.36,0.85,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.6,2005-08-24,19:59:01,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
38.39,143.16,10.0,112.0,2.36,1.22,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.7,2005-08-24,14:52:25,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
38.56,142.99,10.0,88.5,2.36,1.48,"near the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,6.1,2005-08-24,10:15:28,1258925411.79,0.0,3927.06,89125093813374.4,1.7782794100389225e+18,High,19.59963179822191
38.48,143.15,10.0,88.2,2.36,0.81,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.9,2005-08-24,10:14:47,794328234.72,0.0,3119.38,44668359215096.53,8.912509381337514e+17,Medium,24.67447453259055
45.24,150.02,62.4,137.8,2.36,0.77,Kuril Islands,7.29,7.82,0.1,67.0,5.11,2005-08-22,20:20:35,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
37.28,138.59,13.3,52.1,2.36,0.73,"near the west coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.8,2005-08-21,02:29:29,63095734.45,0.02,879.16,1000000000000.0,1.9952623149688664e+16,Low,87.54833936466002
33.41,142.45,40.0,163.0,2.36,1.07,"off the east coast of Honshu, Japan",7.29,0.0,0.1,2.0,5.03,2005-08-18,05:13:45,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
33.17,142.03,35.0,218.0,2.36,0.89,"off the east coast of Honshu, Japan",7.29,7.82,0.1,5.0,5.03,2005-08-18,04:31:04,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
40.99,143.13,27.4,132.6,2.36,0.81,"off the east coast of Honshu, Japan",7.29,11.6,0.1,48.59,4.8,2005-08-17,13:36:10,63095734.45,0.02,879.16,1000000000000.0,1.9952623149688664e+16,Low,87.54833936466002
31.93,140.76,61.8,48.9,2.36,0.83,"Izu Islands, Japan region",7.29,7.82,0.1,48.59,5.1,2005-08-16,19:15:34,125892541.18,0.01,1241.85,2818382931264.45,5.623413251903491e+16,Medium,61.979477783042945
24.27,125.18,38.9,116.6,2.36,1.04,"southwestern Ryukyu Islands, Japan",7.29,7.82,0.1,48.59,4.6,2005-08-16,08:44:19,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
38.23,141.93,74.9,129.7,2.36,0.64,"near the east coast of Honshu, Japan",7.29,12.8,0.1,4.0,4.94,2005-08-16,04:55:25,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
38.07,141.67,70.8,129.5,2.36,0.54,"near the east coast of Honshu, Japan",7.29,18.5,0.1,1.0,4.94,2005-08-16,03:31:54,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
37.97,142.21,74.3,212.9,2.36,0.7,"off the east coast of Honshu, Japan",7.29,14.6,0.1,1.0,4.86,2005-08-16,03:16:15,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
38.28,142.04,36.0,19.6,2.36,0.95,"near the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,7.2,2005-08-16,02:46:28,15848931924.61,0.0,13933.75,3981071705534985.5,7.94328234724279e+19,High,5.523926771917663
42.39,142.94,52.6,120.2,2.36,0.67,"Hokkaido, Japan region",7.29,7.82,0.1,48.59,4.7,2005-08-15,23:29:40,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
24.04,126.65,10.0,79.3,2.36,0.91,"Ryukyu Islands, Japan",7.29,7.82,0.1,48.59,4.8,2005-08-13,20:18:50,63095734.45,0.02,879.16,1000000000000.0,1.9952623149688664e+16,Low,87.54833936466002
48.66,158.06,31.4,52.7,2.36,0.85,east of the Kuril Islands,7.29,7.82,0.1,48.59,5.3,2005-08-10,12:47:40,199526231.5,0.01,1563.39,5623413251903.49,1.1220184543019562e+17,Medium,49.23204917653732
44.04,146.65,91.9,88.3,2.36,0.75,Kuril Islands,7.29,7.82,0.1,48.0,5.03,2005-08-10,05:11:04,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
33.3,142.28,35.2,109.6,2.36,1.16,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.6,2005-08-10,03:52:42,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
33.34,142.28,34.8,115.0,2.36,0.9,"off the east coast of Honshu, Japan",7.29,7.82,0.1,35.0,5.03,2005-08-10,01:05:49,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
33.43,142.43,38.1,31.4,2.36,0.64,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.0,2005-08-09,16:26:23,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
47.07,153.78,15.0,138.2,2.36,0.7,Kuril Islands,7.29,0.0,0.1,8.0,5.03,2005-08-08,12:46:13,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
43.29,146.28,50.0,120.4,2.36,0.68,Kuril Islands,7.29,6.3,0.1,46.0,5.03,2005-08-07,18:56:18,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
47.34,154.0,48.6,138.5,2.36,1.03,Kuril Islands,7.29,11.9,0.1,4.0,4.94,2005-08-07,15:14:44,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
36.33,141.37,39.2,30.8,2.36,0.71,"near the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.5,2005-08-07,15:06:45,316227766.02,0.0,1968.19,11220184543019.65,2.238721138568347e+17,Medium,39.1064067142579
41.65,142.8,22.1,126.3,2.36,0.99,"Hokkaido, Japan region",7.29,7.82,0.1,48.59,4.6,2005-08-07,14:28:54,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
31.22,141.89,42.0,106.3,2.36,0.9,"Izu Islands, Japan region",7.29,8.3,0.1,48.59,4.8,2005-08-07,10:03:18,63095734.45,0.02,879.16,1000000000000.0,1.9952623149688664e+16,Low,87.54833936466002
46.7,152.88,41.6,24.8,2.36,0.87,Kuril Islands,7.29,7.82,0.1,40.0,5.03,2005-08-06,17:29:09,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
35.49,140.01,61.6,118.6,2.36,0.79,"near the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.9,2005-08-06,16:05:24,79432823.47,0.01,986.43,1412537544622.76,2.8183829312644492e+16,Low,78.02753959080471
39.74,143.38,20.4,139.3,2.36,1.04,"off the east coast of Honshu, Japan",7.29,7.82,0.1,25.0,4.94,2005-08-06,12:55:05,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
33.53,142.54,34.9,134.3,2.36,1.01,"off the east coast of Honshu, Japan",7.29,29.0,0.1,6.0,4.86,2005-08-04,13:35:33,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
43.16,148.84,45.0,125.5,2.36,1.42,east of the Kuril Islands,7.29,0.0,0.1,2.0,5.03,2005-08-04,10:46:26,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
28.18,142.87,32.0,116.6,2.36,0.9,"Bonin Islands, Japan region",7.29,7.82,0.1,48.59,5.1,2005-08-02,07:42:47,125892541.18,0.01,1241.85,2818382931264.45,5.623413251903491e+16,Medium,61.979477783042945
46.96,153.83,30.0,138.6,2.36,1.01,Kuril Islands,7.29,7.82,0.1,31.0,5.03,2005-08-01,10:56:02,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
47.0,153.91,16.9,49.4,2.36,0.88,Kuril Islands,7.29,7.82,0.1,48.59,5.7,2005-08-01,04:40:36,501187233.63,0.0,2477.81,22387211385683.47,4.4668359215096166e+17,Medium,31.063323011746263
45.33,150.99,38.0,138.1,2.36,0.78,Kuril Islands,7.29,7.82,0.1,45.0,5.03,2005-07-30,21:33:43,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
33.24,142.43,36.5,103.7,2.36,1.0,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.8,2005-07-30,18:41:08,63095734.45,0.02,879.16,1000000000000.0,1.9952623149688664e+16,Low,87.54833936466002
45.35,150.75,35.9,138.0,2.36,0.96,Kuril Islands,7.29,7.82,0.1,6.0,4.86,2005-07-30,03:04:43,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
33.32,142.36,11.0,57.4,2.36,0.65,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.4,2005-07-29,20:25:00,251188643.15,0.0,1754.16,7943282347242.86,1.584893192461124e+17,Medium,43.87811001483555
33.28,142.53,8.1,118.8,2.36,0.78,"off the east coast of Honshu, Japan",7.29,20.3,0.1,17.0,5.11,2005-07-29,12:57:21,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
33.25,142.43,35.8,38.6,2.36,0.99,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.2,2005-07-29,12:51:06,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
33.18,142.39,33.3,78.2,2.36,0.75,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.6,2005-07-29,03:32:29,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
33.16,142.36,32.1,114.7,2.36,0.64,"off the east coast of Honshu, Japan",7.29,7.82,0.1,30.0,5.11,2005-07-29,03:30:01,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
33.31,142.32,11.8,106.9,2.36,0.98,"off the east coast of Honshu, Japan",7.29,15.7,0.1,48.59,4.8,2005-07-29,03:26:00,63095734.45,0.02,879.16,1000000000000.0,1.9952623149688664e+16,Low,87.54833936466002
33.13,142.34,37.5,158.7,2.36,1.5,"off the east coast of Honshu, Japan",7.29,29.0,0.1,2.0,4.86,2005-07-28,20:48:00,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
36.1,139.61,88.1,97.5,2.36,0.82,"eastern Honshu, Japan",7.29,7.82,0.1,48.59,4.9,2005-07-28,10:15:38,79432823.47,0.01,986.43,1412537544622.76,2.8183829312644492e+16,Low,78.02753959080471
32.32,138.63,242.9,98.5,2.36,0.64,"Izu Islands, Japan region",7.29,7.82,0.1,48.59,5.0,2005-07-28,06:41:42,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
33.41,142.37,35.0,38.4,2.36,0.73,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.8,2005-07-28,01:02:15,63095734.45,0.02,879.16,1000000000000.0,1.9952623149688664e+16,Low,87.54833936466002
33.25,142.43,33.9,57.5,2.36,0.87,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.1,2005-07-27,15:51:38,125892541.18,0.01,1241.85,2818382931264.45,5.623413251903491e+16,Medium,61.979477783042945
33.24,142.32,31.4,114.8,2.36,0.97,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.7,2005-07-27,15:44:13,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
33.1,142.5,0.6,158.9,2.36,0.82,"off the east coast of Honshu, Japan",7.29,34.8,0.1,3.0,4.86,2005-07-27,14:23:58,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
33.25,142.45,33.5,107.0,2.36,0.91,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.8,2005-07-27,12:10:56,63095734.45,0.02,879.16,1000000000000.0,1.9952623149688664e+16,Low,87.54833936466002
33.24,142.38,40.0,136.5,2.36,1.41,"off the east coast of Honshu, Japan",7.29,0.0,0.1,1.0,4.94,2005-07-27,12:05:53,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
33.19,142.36,37.2,57.2,2.36,0.73,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.0,2005-07-27,11:11:48,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
33.16,142.33,35.0,57.0,2.36,0.93,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.9,2005-07-27,10:54:51,79432823.47,0.01,986.43,1412537544622.76,2.8183829312644492e+16,Low,78.02753959080471
33.22,142.46,33.8,114.8,2.36,0.84,"off the east coast of Honshu, Japan",7.29,17.4,0.1,48.59,4.7,2005-07-27,02:47:06,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
33.26,142.32,33.5,38.5,2.36,0.8,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.3,2005-07-27,02:39:22,199526231.5,0.01,1563.39,5623413251903.49,1.1220184543019562e+17,Medium,49.23204917653732
33.26,142.34,34.9,58.5,2.36,0.72,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.9,2005-07-27,02:30:14,79432823.47,0.01,986.43,1412537544622.76,2.8183829312644492e+16,Low,78.02753959080471
33.26,142.29,32.9,45.4,2.36,0.9,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.7,2005-07-27,01:50:36,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
33.4,142.33,33.3,88.3,2.36,0.94,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.9,2005-07-26,21:30:03,79432823.47,0.01,986.43,1412537544622.76,2.8183829312644492e+16,Low,78.02753959080471
33.34,142.22,40.7,105.1,2.36,0.98,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.0,2005-07-26,19:33:44,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
43.36,147.88,38.8,144.2,2.36,0.88,Kuril Islands,7.29,7.82,0.1,4.0,4.94,2005-07-26,12:53:15,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
33.32,142.27,41.9,144.5,2.36,1.48,"off the east coast of Honshu, Japan",7.29,23.3,0.1,2.0,4.86,2005-07-26,10:09:42,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
33.33,142.38,37.6,65.4,2.36,1.03,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.6,2005-07-26,09:09:25,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
33.28,142.34,31.5,95.8,2.36,0.73,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,4.7,2005-07-26,07:41:05,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
33.24,142.27,40.0,127.7,2.36,1.26,"off the east coast of Honshu, Japan",7.29,0.0,0.1,48.59,4.6,2005-07-26,07:13:38,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
33.28,142.32,37.4,127.7,2.36,0.98,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.0,2005-07-26,06:24:04,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
33.31,142.34,38.5,65.3,2.36,0.79,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.0,2005-07-26,06:20:26,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
33.3,142.67,15.0,127.9,2.36,0.97,"off the east coast of Honshu, Japan",7.29,7.82,0.1,7.0,5.11,2005-07-26,05:21:37,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
33.26,142.29,37.2,59.9,2.36,0.79,"off the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.0,2005-07-26,05:14:43,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
46.83,125.06,47.7,48.7,2.36,0.7,"Heilongjiang, China",7.29,7.82,0.1,48.59,5.0,2005-07-25,15:43:41,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
35.15,140.04,71.7,120.8,2.36,0.85,"near the east coast of Honshu, Japan",7.29,10.3,0.1,48.59,4.6,2005-07-24,09:12:56,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
